stock_code,date,open,close,high,low,volume,amount,amplitude,pct_chg,price_change,turnover_rate
000792,2025-09-08,20.31,20.79,20.89,19.96,1258584.0,2616596136.0,,,,
000792,2025-09-09,20.61,20.71,20.93,20.5,749312.0,1551825152.0000002,2.068302068302067,-0.3848003848003766,-0.0799999999999983,
000792,2025-09-10,20.26,19.99,20.35,19.77,1045623.0,2090200377.0,2.800579430226952,-3.476581361661045,-0.7200000000000024,
000792,2025-09-11,20.0,20.16,20.32,19.96,592469.0,1194417504.0,1.8009004502251096,0.8504252126063117,0.1700000000000017,
000792,2025-09-12,20.15,20.26,20.45,19.96,614558.0,1245094508.0,2.430555555555548,0.4960317460317531,0.10000000000000142,
000792,2025-09-15,20.21,20.44,20.73,20.21,602969.0,1232468636.0000002,2.5666337611056242,0.8884501480750232,0.17999999999999972,
000792,2025-09-16,20.58,20.12,20.66,19.95,537285.0,1081017420.0,3.4735812133072446,-1.5655577299412928,-0.3200000000000003,
000792,2025-09-17,20.05,20.1,20.18,19.92,456536.0,917637360.0000001,1.2922465208747416,-0.09940357852882492,-0.019999999999999574,
000792,2025-09-18,20.01,19.6,20.04,19.38,749025.0,1468089000.0000002,3.2835820895522394,-2.487562189054726,-0.5,
000792,2025-09-19,19.63,19.83,20.1,19.6,577906.0,1145987597.9999998,2.551020408163265,1.173469387755086,0.22999999999999687,
000792,2025-09-22,19.84,19.58,20.05,19.45,467772.0,915897576.0,3.0257186081694476,-1.2607160867372669,-0.25,
000792,2025-09-23,19.54,19.28,19.55,19.0,526963.0,1015984664.0,2.8089887640449476,-1.532175689479046,-0.29999999999999716,
000792,2025-09-24,19.3,19.62,19.64,19.25,395914.0,776783268.0000001,2.0228215767634885,1.7634854771784225,0.33999999999999986,
000792,2025-09-25,19.65,19.59,19.83,19.56,458176.0,897566784.0,1.3761467889908234,-0.1529051987767642,-0.030000000000001137,
000792,2025-09-26,19.46,19.59,19.78,19.42,365610.0,716229990.0,1.8376722817764135,0.0,0.0,
000792,2025-09-29,19.94,20.21,20.24,19.65,760163.0,1536289423.0,3.0117406840224596,3.1648800408371667,0.620000000000001,
000792,2025-09-30,20.3,20.85,20.92,20.12,886499.0,1848350415.0000002,3.958436417615045,3.166749134092036,0.6400000000000006,
000792,2025-10-09,21.45,22.41,22.47,21.1,1628693.0,3649901013.0000005,6.570743405275767,7.482014388489203,1.5599999999999987,
000792,2025-10-10,22.28,21.99,22.45,21.88,992086.0,2181597113.9999995,2.543507362784472,-1.8741633199464602,-0.4200000000000017,
000792,2025-10-13,21.31,22.09,22.15,21.31,962636.0,2126462923.9999998,3.819918144611187,0.45475216007276686,0.10000000000000142,
000792,2025-10-14,23.7,22.51,24.1,22.33,1699821.0,3826297071.0,8.012675418741527,1.901312811226807,0.4200000000000017,
000792,2025-10-15,22.75,22.78,22.92,22.15,1004342.0,2287891076.0,3.4207019102621192,1.1994669035983987,0.2699999999999996,
000792,2025-10-16,22.65,22.34,22.78,22.21,691475.0,1544755150.0,2.5021949078138728,-1.9315188762072049,-0.4400000000000013,
000792,2025-10-17,22.5,22.1,22.87,22.05,860523.0,1901755830.0,3.6705461056401085,-1.0743061772605123,-0.23999999999999844,
000792,2025-10-20,22.3,21.7,22.35,21.5,745375.0,1617463750.0,3.8461538461538525,-1.8099547511312313,-0.40000000000000213,
000792,2025-10-21,21.79,21.98,22.07,21.58,498455.0,1095604090.0,2.2580645161290414,1.2903225806451666,0.28000000000000114,
000792,2025-10-22,21.73,21.84,21.98,21.43,413690.0,903498960.0,2.502274795268429,-0.6369426751592382,-0.14000000000000057,
000792,2025-10-23,21.87,22.88,22.93,21.7,936980.0,2143810239.9999998,5.631868131868134,4.761904761904758,1.0399999999999991,
000792,2025-10-24,23.04,23.22,23.66,23.01,799761.0,1857045041.9999998,2.840909090909085,1.4860139860139854,0.33999999999999986,
000792,2025-10-27,23.5,23.9,24.15,23.49,1011651.0,2417845890.0,2.842377260981913,2.92850990525409,0.6799999999999997,
000792,2025-10-28,24.08,23.7,24.44,23.59,1040679.0,2466409230.0,3.556485355648542,-0.8368200836820056,-0.1999999999999993,
000792,2025-10-29,23.69,25.01,25.1,23.6,1308063.0,3271465563.0000005,6.329113924050633,5.527426160337563,1.3100000000000023,
000792,2025-10-30,25.32,25.13,25.48,24.79,1262349.0,3172283036.9999995,2.7588964414234356,0.47980807676928205,0.11999999999999744,
000792,2025-10-31,24.92,24.8,25.88,24.72,1202574.0,2982383520.0,4.6159968165539205,-1.3131715081575739,-0.3299999999999983,
000792,2025-11-03,24.79,24.61,25.0,24.07,818085.0,2013307184.9999998,3.7499999999999987,-0.7661290322580697,-0.19000000000000128,
000792,2025-11-04,24.51,23.87,24.8,23.61,783627.0,1870517649.0000002,4.835432750914268,-3.0069077610727284,-0.7399999999999984,
000792,2025-11-05,23.51,24.69,25.14,23.26,1051935.0,2597227515.0,7.8759949727691625,3.4352744030163396,0.8200000000000003,
000792,2025-11-06,24.71,25.14,25.56,24.6,1045489.0,2628359346.0,3.8882138517618356,1.8226002430133628,0.4499999999999993,
000792,2025-11-07,25.25,25.38,25.91,24.68,1250674.0,3174210611.9999995,4.892601431980909,0.9546539379474879,0.23999999999999844,
000792,2025-11-10,25.88,25.56,26.26,25.32,1098907.0,2808806292.0,3.703703703703709,0.7092198581560273,0.17999999999999972,
000792,2025-11-11,25.5,25.15,25.88,25.0,694338.0,1746260070.0,3.442879499217524,-1.6040688575899849,-0.41000000000000014,
000792,2025-11-12,24.95,24.91,25.27,24.4,620151.0,1544796141.0,3.459244532803185,-0.9542743538767334,-0.23999999999999844,
000792,2025-11-13,24.89,26.89,27.34,24.89,1840846.0,4950034894.0,9.835407466880767,7.948615014050583,1.9800000000000004,
000792,2025-11-14,26.43,26.09,26.89,25.98,904007.0,2358554263.0,3.3841576794347343,-2.9750836742283404,-0.8000000000000007,
000792,2025-11-17,26.88,27.75,28.09,26.85,1679415.0,4660376625.0,4.752778842468373,6.362591031046379,1.6600000000000001,
